"rating","reviewContext/null","text","name"
,,"When I moved in our new house they answered any and all questions dealing with our electricity. Very professional and courteous service.
Thanks Al Brown","Alfred Brown"
,,,"Angel"
,"Yes","I would recommend Kevin 100% and I wish I would have found him earlier! He came the day I called, which is rare now days!! He figured out the problem in 2 minutes and we literally would have never found it on our own. He was quick and efficient. I immediately added him to my speed dial! Thank you Kevin! You're a life saver. 😀","MaKayla Gomez"
,"Yes","1st thing is on time and then I told him what was going on and he said he would check it out and let me know. After a few hours he has fix the problem and it was something that had been done when the house was built.  Kevin Weaver thank you for finding out what was going on with my house.  Only god know why after 20year it would start having problems.  But it did he God put you in my house so that it would not burn down. Thank you and helping me out and for not charging me a arm or a leg.  Truly thank you","Jim Corder"
,"Yes","Kevin are very experienced Electrician and he knows his stuff very well. He is very efficient with very reasonable price, highly recommend him. Definitely will use him for the future need.","Miau Liang Eslava"
,,,"Desirae Gross"
,"Yes","Very dependable and honest and very affordable does great work and very respectful I would recommend them to any one thank u weaver electric for your services","Shirley Hadley"
,"Yes","These guys done an outstanding job,were very professional,were on time and had the most reasonable prices..I called numerous of other companies but they seemed either not interested or they were way over priced...I would definitely use these guys again for future work and highly recommend them to anyone needing anything from big to small repairs...Thanks guys","JD"
,"Yes",,"Martha Parnell"
,,"Great place to do business with from small to large jobs. Willing to do what it takes to get the job done. Would recommend time an time again","Jesse Keith"
,,"Price gouging! Do not use these people! They took advantage of my elderly grandparents and charged them 2500.00 for a 500.00 job. Report these people!!!!","Jacob Mowry"
,,"Very nice and does great work.","Dominique Martin"
,,"The only electric company I will use. Quality, professional, and they clean up any mess they made.","John Ray22344715"
,"Yes","Kacey was prompt, cleaned up after himself and are very friendly.  Would use them again.","Janet Creighton"
,"Yes","Excellent company.  Owner returned call within a five minutes and electricians were at my door within 15-20 minutes after his call.  Electricians were professional and did excellent work.","Jackie McDavid"
,,,"Mike Pittas"
,,,"Christopher Johnson"
,,,"Mark Harrison"
,,,"Jake Watson"
,"Yes","Installed our home  generator. Work was very professional. We would recommend this company to friends and family.","Randy Wood"
,,"Very reasonable prices. Best customer service around. After fixing my problem, they even called a couple days later to check and make sure everything was still working properly after the fix","Bryant Swanner"
,,"Customer service was excellent.  The tech arrived earlier than scheduled and was very professional.  He looked at the situation, recommended a repair and completed it in a short time.  Their labor rates are very reasonable too.  I was very pleased with the whole process and highly recommend contacting them.","Greg Patrick"
,,"Andrew was awesome! He got the issue fixed at my mother's house in a timely manner and so thankful that they were able to get to us quickly. Would definitely recommend 😊","Glenda David"
,,,"Hannah Hancock"
,"Yes","These guys were great. Very friendly and informative.  They completed a last minute job for me and stayed late to make sure I had power before they left. I can't say enough good things about this team.","Steven Welch"
,,"Quick service!","Whitney Forbs"
,"Yes","Great experience with this company. I called and they came the same day and fixed an electrical problem that stumped me. It even required them going into the crawl space to figure out what was wrong. They were very professional and a great value for the quality of their work. I will definitely use them for all my electrical needs and highly recommend.","Jeremy MacMurray"
,,"Very professional.","Dianne"
,,"Fast Friendly Affordable repaired electrical conduit coming from the meter box after a tree fell and knockdown our power line ripping the powerlines from side of our house.","Simple People"
